-0,279411;-0,231097;0,048314
-0,2718;-0,198666;0,073134
-0,202767;-0,188636;0,014131
-0,192339;-0,188237;0,004102
-0,184592;-0,18515;0,000558
-0,178372;-0,183399;0,005027
-0,173146;-0,17641;0,003264
-0,16862;-0,17455;0,00593
-0,164617;-0,163372;0,001245
-0,161019;-0,160457;0,000562
-0,157745;-0,15976;0,002015
-0,154737;-0,148861;0,005876
-0,15195;-0,147993;0,003957
-0,149351;-0,146333;0,003018
-0,146914;-0,140489;0,006425
-0,144617;-0,137517;0,0071
-0,142443;-0,137049;0,005394
-0,140379;-0,133368;0,007011
-0,138412;-0,132634;0,005778
-0,136532;-0,132415;0,004117
-0,134731;-0,131398;0,003333
-0,133002;-0,129393;0,003609
-0,131338;-0,129049;0,002289
-0,129734;-0,128986;0,000748
-0,128185;-0,128704;0,000519
-0,126687;-0,128622;0,001935
-0,125236;-0,125342;0,000106
-0,123828;-0,123737;9,1E-05
-0,122461;-0,12251;4,9E-05
-0,121132;-0,119768;0,001364
-0,119839;-0,118252;0,001587
-0,118579;-0,117847;0,000732
-0,11735;-0,117048;0,000302
-0,116151;-0,116612;0,000461
-0,11498;-0,1163;0,00132
-0,113835;-0,115908;0,002073
-0,112714;-0,113393;0,000679
-0,111618;-0,111852;0,000234
-0,110544;-0,111799;0,001255
-0,109491;-0,111518;0,002027
-0,108459;-0,111263;0,002804
-0,107446;-0,11083;0,003384
-0,106451;-0,106183;0,000268
-0,105474;-0,105217;0,000257
-0,104514;-0,105064;0,00055
-0,10357;-0,104706;0,001136
-0,102642;-0,104595;0,001953
-0,101729;-0,104059;0,00233
-0,100829;-0,103246;0,002417
-0,099944;-0,102949;0,003005
-0,099071;-0,102888;0,003817
-0,098212;-0,100362;0,00215
-0,097364;-0,09927;0,001906
-0,096529;-0,098867;0,002338
-0,095704;-0,097823;0,002119
-0,094891;-0,09724;0,002349
-0,094088;-0,097219;0,003131
-0,093295;-0,09579;0,002495
-0,092513;-0,095384;0,002871
-0,091739;-0,09312;0,001381
-0,090975;-0,092657;0,001682
-0,09022;-0,090817;0,000597
-0,089474;-0,090209;0,000735
-0,088736;-0,089793;0,001057
-0,088007;-0,087435;0,000572
-0,087285;-0,086686;0,000599
-0,086571;-0,085427;0,001144
-0,085864;-0,084987;0,000877
-0,085164;-0,084519;0,000645
-0,084472;-0,084509;3,7E-05
-0,083787;-0,084073;0,000286
-0,083108;-0,083995;0,000887
-0,082435;-0,083651;0,001216
-0,081769;-0,083585;0,001816
-0,081109;-0,082029;0,00092
-0,080455;-0,080842;0,000387
-0,079807;-0,080594;0,000787
-0,079164;-0,080418;0,001254
-0,078527;-0,080404;0,001877
-0,077896;-0,078564;0,000668
-0,077269;-0,077954;0,000685
-0,076648;-0,076995;0,000347
-0,076032;-0,076539;0,000507
-0,075421;-0,07477;0,000651
-0,074814;-0,074576;0,000238
-0,074212;-0,073901;0,000311
-0,073615;-0,073688;7,3E-05
-0,073022;-0,072;0,001022
-0,072434;-0,071305;0,001129
-0,071849;-0,071184;0,000665
-0,071269;-0,070541;0,000728
-0,070693;-0,070187;0,000506
-0,070121;-0,069924;0,000197
-0,069553;-0,069115;0,000438
-0,068988;-0,068292;0,000696
-0,068428;-0,066989;0,001439
-0,067871;-0,066406;0,001465
-0,067317;-0,065909;0,001408
-0,066767;-0,065772;0,000995
-0,066221;-0,06532;0,000901
-0,065678;-0,062235;0,003443
-0,065138;-0,061778;0,00336
-0,064601;-0,061136;0,003465
-0,064068;-0,060946;0,003122
-0,063537;-0,060431;0,003106
-0,06301;-0,060335;0,002675
-0,062486;-0,059723;0,002763
-0,061964;-0,059419;0,002545
-0,061445;-0,057741;0,003704
-0,06093;-0,056631;0,004299
-0,060417;-0,056289;0,004128
-0,059906;-0,056084;0,003822
-0,059398;-0,05571;0,003688
-0,058893;-0,055476;0,003417
-0,058391;-0,053647;0,004744
-0,057891;-0,053398;0,004493
-0,057393;-0,052653;0,00474
-0,056898;-0,052317;0,004581
-0,056405;-0,052265;0,00414
-0,055915;-0,049694;0,006221
-0,055426;-0,04962;0,005806
-0,05494;-0,049353;0,005587
-0,054457;-0,048587;0,00587
-0,053975;-0,04734;0,006635
-0,053496;-0,047254;0,006242
-0,053018;-0,04704;0,005978
-0,052543;-0,046498;0,006045
-0,05207;-0,046058;0,006012
-0,051598;-0,045876;0,005722
-0,051129;-0,045623;0,005506
-0,050661;-0,045455;0,005206
-0,050196;-0,043262;0,006934
-0,049732;-0,043016;0,006716
-0,04927;-0,042639;0,006631
-0,04881;-0,042294;0,006516
-0,048352;-0,042169;0,006183
-0,047895;-0,041933;0,005962
-0,04744;-0,041127;0,006313
-0,046987;-0,040992;0,005995
-0,046535;-0,040694;0,005841
-0,046085;-0,039999;0,006086
-0,045637;-0,039731;0,005906
-0,04519;-0,039271;0,005919
-0,044745;-0,038814;0,005931
-0,044301;-0,038684;0,005617
-0,043859;-0,037698;0,006161
-0,043418;-0,037602;0,005816
-0,042978;-0,037357;0,005621
-0,04254;-0,036956;0,005584
-0,042104;-0,036949;0,005155
-0,041668;-0,036489;0,005179
-0,041234;-0,036058;0,005176
-0,040802;-0,035973;0,004829
-0,04037;-0,03508;0,00529
-0,03994;-0,035057;0,004883
-0,039512;-0,034659;0,004853
-0,039084;-0,034051;0,005033
-0,038658;-0,033859;0,004799
-0,038233;-0,033182;0,005051
-0,037809;-0,032632;0,005177
-0,037386;-0,032615;0,004771
-0,036964;-0,032419;0,004545
-0,036544;-0,031249;0,005295
-0,036124;-0,031222;0,004902
-0,035706;-0,030779;0,004927
-0,035289;-0,030758;0,004531
-0,034872;-0,030697;0,004175
-0,034457;-0,0306;0,003857
-0,034043;-0,029281;0,004762
-0,03363;-0,028431;0,005199
-0,033217;-0,027546;0,005671
-0,032806;-0,027201;0,005605
-0,032396;-0,025747;0,006649
-0,031986;-0,025057;0,006929
-0,031578;-0,024755;0,006823
-0,03117;-0,024452;0,006718
-0,030764;-0,024371;0,006393
-0,030358;-0,024233;0,006125
-0,029953;-0,023644;0,006309
-0,029549;-0,023552;0,005997
-0,029145;-0,023519;0,005626
-0,028743;-0,023443;0,0053
-0,028341;-0,023227;0,005114
-0,02794;-0,023197;0,004743
-0,02754;-0,023174;0,004366
-0,02714;-0,022866;0,004274
-0,026742;-0,022663;0,004079
-0,026344;-0,022074;0,00427
-0,025947;-0,021164;0,004783
-0,02555;-0,020896;0,004654
-0,025154;-0,020539;0,004615
-0,024759;-0,020445;0,004314
-0,024364;-0,020427;0,003937
-0,02397;-0,020376;0,003594
-0,023577;-0,020022;0,003555
-0,023184;-0,019792;0,003392
-0,022792;-0,017895;0,004897
-0,022401;-0,017813;0,004588
-0,02201;-0,017237;0,004773
-0,02162;-0,017082;0,004538
-0,02123;-0,016584;0,004646
-0,020841;-0,016452;0,004389
-0,020452;-0,01637;0,004082
-0,020064;-0,015458;0,004606
-0,019677;-0,015258;0,004419
-0,01929;-0,015256;0,004034
-0,018903;-0,015164;0,003739
-0,018517;-0,015052;0,003465
-0,018131;-0,014888;0,003243
-0,017746;-0,014784;0,002962
-0,017361;-0,014019;0,003342
-0,016977;-0,013823;0,003154
-0,016593;-0,013743;0,00285
-0,01621;-0,013495;0,002715
-0,015827;-0,013272;0,002555
-0,015444;-0,012916;0,002528
